id,establishment_name,category,system_of_medicine,address,district,certificate_number,certificate_validity,latitude,longitude,email,phone,num_beds,land_area_sqft,building_area_sqft,page_number
849,ASHWINI CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"B.H.Road, Barandur Po. Barandur, Bhadravathi tq.",,SMG00270AYCWD,01 Sep 2027,13.8437,75.7033,Phone:,9448871485,0,Buliding Area(sq.ft):,,8
850,GAUTHAM CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,D No. 10-3-80 B2 Mohini Plaza ground floor Kalsanka Thenkapete Udupi,UDUPI,UDP00863AYCOC,22 Sep 2027,13.3446483,74.7492376,dr.jithendrakulal@gmail.com,9606423373,0,Buliding Area(sq.ft):,,9
851,S S EYE AND CHILDREN CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"635,1st A cross 7th block,2 nd phase,3rd stage,Banashankari,BENGALURU 560085.",BENGALURU,BLU04063ALCOC,01 Jan 2028,12.93,77.54,drshashimutt@yahoo.com,9845126321,0,1200,800,8
852,VIDHATHRI CLINIC,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Badami Oni, Sai Nagar Road, Unkal, Hubballi.",,DWR00529ALCDS,08 Oct 2027,15.378456,75.117568,neuroajay@gmail.com,9611745413,0,450,450,9
853,Anands Diabetes And Multispeciality Care,Clinic/Polyclinic with Diagnostic Support,Allopathy,"#A32, Alanahalli A Layout, Near Sangeetha Corner, Mysore",MYSORE,MYS00578ALCDS,01 Jul 2027,12.30258,76.6946,anandsdiabetescare@gmail.com,7349564632,0,3060,2500,8
854,HAVERI HOSPITAL,Hospital (Level 2),Allopathy,"HITTALMANI BULDING HAVERI, PB ROAD , OPPOSITE TO TOWN POLICE STATION, HAVERI.",HAVERI,HVR00403ALHL2,25 Aug 2027,14.7923,75.3962,Phone:,8762547924,6,10650,2125,9
855,MALLIKARJUNA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"N.T.Road, Near Karnataka Bank, Gajanur, Shimoga",,SMG00339AYCOC,24 Jan 2028,13.8534,75.5400,nagarj.cg79@gmail.com,9902468923,0,Buliding Area(sq.ft):,,8
856,RACHANA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO 27 , 6TH MAIN , TANK BUND ROAD , OPP TO JP PARK GATE , BRUDAVANA NAGAR , MATHIKERE , BANGALORE- 560054",BANGALORE,BLU03650ALCOC,06 Sep 2027,12.89,77.12,padmavathigorijala459@gmail.com,9035504459,0,Buliding Area(sq.ft):,,9
857,Hande Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"Hande clinic,nari,PO Kankanady,Mangalore",MANGALORE,DKA01190ALCOC,17 Aug 2027,12.872680,74.871570,Phone:,9845045092,0,Buliding Area(sq.ft):,251,8
858,CITI HOSPITAL,Hospital (Level 2),Allopathy,"#25/91, Chord road, Dr.D.R.Bendre road, Rajajinagar 2nd block, Bangalore.",BANGALORE,BLU03776ALHL2,20 Sep 2027,12.997863,77.552347,citiaudits2002@gmail.com,9916423593,50,4500,11000,9
859,SHREE VINAYAKA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"Arakalgud Road, Shree Rangha Plaza Holenarsipura Hassan.",HASSAN,HSN00281ALCOC,13 Feb 2028,13.009711,76.102898,mohananghnp24@gmail.com,9880917575,0,155,160,8
862,UPADHYAYA CLINIC,Clinic/Polyclinic with Dispensary,Integrated System,"DR.MANJUNATHA UPADHYAYA MOODABETTU POST KRODASHRAMA, UDUPI TALUK",UDUPI,UDP00783ISCWD,07 Jul 2027,13.3563804,74.7133025,Phone:,9448797022,0,Buliding Area(sq.ft):,,9
863,V CARE DENTAL SPECIALITY CLINIC,Dental Lab or Clinic,Allopathy,"Rajeev Health Arcade, Opposite IDBI Bank, Sampige Road,K.R.Puram , Hassan.",HASSAN,HSN00275ALDEN,13 Feb 2028,13.009711,76.102898,drvybs192@gmail.com,8943088244,0,1200,1200,9
864,Manu Maternity & Children Clinic,Clinic/Polyclinic with Dispensary,Allopathy,6th Cross Ashoka Nagar Tumkur,,TMK00468ALCWD,13 Jul 2027,13.6402,77.259,Phone:,9620720595,0,2025,1350,9
865,BALAJI CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"BALAJI CLINIC, Opp. CORPORATION BANK, BETTAGERI. MADIKERI TALUK. KODAGU DISTRICT.",KODAGU,KDG00102AYCWD,03 Jul 2027,12.36360,75.6973,Phone:,9535669042,0,200,150,9
866,PARIVARTHANA SOCIAL SERVICES REHABILITATION AND TREATMENT CENTRE,Hospital (Level 1B),Allopathy,"BASAWESHWARA COMPLEX, OPP VADALI BASAVESHWARA TEMPLE, BETTADAPURA MAIN ROAD, PERIYAPATNA, MYSORE",MYSORE,MYS00628ALH1B,27 Jul 2027,12.33,76.09,bheemish@gmail.com,9986662493,25,Buliding Area(sq.ft):,,9
867,HARISH HANSAA HEALTH CARE AND RESEARCH CENTER,Clinic/Polyclinic Only Consultation,Allopathy,"NO.1181, 12TH B MAIN, HAL 2ND STAGE, INDIRANAGAR, BANGALORE-560038",BANGALORE,BLU03813ALCOC,27 Sep 2027,12.97376,77.73606,kvharish1193@gmail.com,9845014743,0,Buliding Area(sq.ft):,,9
868,Ashwini Hospital,Hospital (Level 1A),Allopathy,Yellapur Road Mundgod UK,,UKA00189ALH1A,14 Jun 2027,14.97,75.03,Phone:,9845873181,10,3000,2700,9
869,AKSHATHA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"Bus Stand, Haranahalli, Shimoga Tq",,SMG00390AYCOC,18 Apr 2028,14.0416,75.4607,ayursanjeev@gmail.com,9916279730,0,Buliding Area(sq.ft):,,9
870,GADAG HOSPITAL,Hospital (Level 1B),Allopathy,INCHAL ROAD BAILHONGAL,,BLG00899ALH1B,05 Dec 2027,15.819498,74.852325,mahanteshgadag@rediffmail.com,9663712671,10,3551,1325,9
871,HRUDAYA SUPERSPECIALITY HEART CARE CLINIC,Clinic/Polyclinic with Diagnostic Support,Allopathy,"A2, Pacific Plaza, Belamkar Complex, Vivekanand Hospital Road, Club Road, Hubballi",,DWR00536ALCDS,08 Oct 2027,15.353982,75.140096,drprashanthm@yahoo.com,9686085875,0,350,350,9
872,Krishna Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"Krishna Clinic, Main Road Ganlli",,UDP00778ALCOC,07 Jul 2027,10,10,Phone:,9880751459,0,100,2000,9
873,Health Care Clinical Lab,Medical Diagnostic Laboratory,Allopathy,RATHA BEEDI 4TH BLOCK KUSHALNAGARA,,KDG00126ALMDL,13 Jul 2027,12.457600,75.960154,Phone:,9686588139,0,160,2400,9
874,MANYATA HOSPITAL,Hospital (Level 2),Allopathy,"CTS NO 310, 311 PLOT NO A5/8/139 K K COLONY NEAR BDA OFFICE JALNAGAR ROAD VIJAYAPUR",,BIJ00553ALHL2,01 Oct 2027,16.808249,75.726112,manyatahospital2022@gmail.com,9886578383,30,9000,7500,9
875,SHRI CLINIC BADAMI,Clinic/Polyclinic Only Consultation,Ayurveda,GRAIN MARKETBADAMI,,BGK00451AYCOC,18 Jul 2027,15.924943,75.676974,kavitamitallkod@gmail.com,8310788020,0,Buliding Area(sq.ft):,,9
876,NEGINAL HEALTH CARE CENTRE,Clinic/Polyclinic Only Consultation,Ayurveda,DR ISHWAR LAXMAN NEGINAL GANESH NAGAR MELVANKI- 591307 TALUKA-GOKAK DISTRICT- BELAGAVI,BELAGAVI,BLG00833AYCOC,18 Sep 2027,16.180398,74.879822,ishwar.neginal@gmail.com,7353031615,0,1400,1200,9
877,ALPHA EYE CENTRE,Clinic/Polyclinic with Observation,Allopathy,"THE TRADE CENTRE, OPP.HOTEL GOLDFINCH",,DKA01131ALCWO,01 Jul 2027,12.8725,74.8485,harshaspai@yahoo.com,9845236012,0,Buliding Area(sq.ft):,,9
878,SUDHA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"SRIRAM COMPLEX MAIN ROAD,BALEHONNUR",,CKM00201AYCWD,14 Oct 2027,13.3501566,75.4643107,sunrais35@yahoo.com,8050131307,0,Buliding Area(sq.ft):,,9
879,KRISHNA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,2-16/6 NAGANA VALACHIL SAJIPAMUNNUR BANTWAL,,DKA02758AYCWD,12 Nov 2029,12.84311,75.02716,anushreegk19@gmail.com,9743092287,0,225,225,9
880,Kumar Lab,Medical Diagnostic Laboratory,Allopathy,"Near Govt Hospital Road Gandsi, Arsikere Taluk",,HSN00334ALMDL,13 Aug 2028,13.150007,76.299993,kumarnavile70@gmail.com,9844585523,0,Buliding Area(sq.ft):,,9
881,MADILU CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"10-5-2A 10A, SHOP NO .108, 1ST FLOOR, ROHINI PANDURANGA ARCADE, NEAR UDUPI RESIDENCY HOTEL, UDUPI",UDUPI,UDP00923ALCOC,11 Jan 2028,13.34,74.74,dr.damkm@yahoo.com,9845233725,0,Buliding Area(sq.ft):,,9
882,SUJATHA DENTAL CLINIC,Dental Lab or Clinic,Allopathy,Bustand Road Opposite Manvi Bank Near Professional Courier GANGAVATHI 583227 Dist Koppal,KOPPAL,KPL00208ALDEN,16 Aug 2028,15.427231,76.5311718,drmsujatha@gmail.com,9731109229,0,1200,800,9
883,MH DENTAL CARE,Dental Lab or Clinic,Allopathy,Near Nanjundeshwara Medicals Coronation Road Bangarpet,,KLR00273ALDEN,04 Aug 2028,12.99223,78.179414,reshubpt_2000@yahoo.co.in,9448663607,0,450,400,9
884,SRI DHANWANTHARI CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,PITHRIDI UDYAVARA,,UDP00504AYCWD,10 Jan 2027,13.2969295,74.727067,Phone:,9448108168,0,Buliding Area(sq.ft):,,9
885,APOORVA POLY CLINIC,Clinic/Polyclinic with Diagnostic Support,Allopathy,#471/1 7th main pj extension Davanage 02,,DVG00329ALCDS,19 Jun 2027,14.4606,75.9154,gbjyothiprakash@gmail.com,7353472568,0,1500,1143,9
886,Deepa Clinic,Clinic/Polyclinic with Dispensary,Ayurveda,Manipal Udupi,UDUPI,UDP00505AYCWD,10 Jan 2027,13.36,74.79,Phone:,0,0,Buliding Area(sq.ft):,,9
887,SAGAR FETAL MEDICINE CENTER,Diagnostic Imaging Centre,Allopathy,"DOOR NO.987, OPP JAYASHREE NURSING HOME, OLD RTO OFFICE ROAD, K.R.PURAM, HASSAN",HASSAN,HSN00084ALDIC,17 Dec 2026,13.009711,76.102898,sfmc123@rediffmail.com,7259807365,0,1200,1100,9
888,Girish Hospital,Specialty / Super-Specialty Specific Hospital,Allopathy,"Above Kaveri Saree Centre, Station Road",,YDR00420ALSSH,20 Jan 2027,8.408980,77.083107,anupsd84@gmail.com,9449228039,9,1800,,9
889,CAUVERY AYURVEDIC TEACHING HOSPITAL,Hospital (Level 4)(Teaching),Ayurveda,"# 131/1,2D,2E,2F, NEW DEVEGOWDA CIRCLE, K B L LAYOUT, MYSURU",MYSURU,MYS00220AYHL4,02 Dec 2026,12.93,77.53,chairman@cauveryhospital.org,9448047004,0,Buliding Area(sq.ft):,,9
890,ISHANI MEDICAL DIAGNOSTICS CLINICS,Clinic/Polyclinic with Diagnostic Support,Allopathy,"MOHAN PADMA COMPLEX, GROUND FLOOR, OLD KARNATAKA BANK, UPPUNDA, BYNDOOR TALUK",,UDP00566ALCDS,01 Mar 2027,13.50465,74.8023,imdcuppunda@gmail.com,8310983738,0,Buliding Area(sq.ft):,,9
891,HARSHITHA DIAGNOSTIC CENTER,Medical Diagnostic Laboratory,Allopathy,"# 1585,BSK 1ST STAGE, NEAR SBM COLONY BUS STAND BANGALORE-560050",BANGALORE,BLU02658ALMDL,28 Nov 2026,12.94,77.56,harshithadiagnosticcentre@gmail.com,9108356567,0,Buliding Area(sq.ft):,,9
892,Mithy surgery hospital,Hospital (Level 1A),Allopathy,Ramanuja road agrahara mysore,MYSORE,MYS00380ALH1A,23 Mar 2027,12.8735,77.6581,victormysore@yahoo.co.in,9342188236,9,3000,2500,9
893,Ganesh Diagnostic and Laboratory,Medical Diagnostic Laboratory,Allopathy,"No.15, Veerappa Layout, Arehalli Main road, AGS Layout attached, bangalore",BANGALORE,BLU02788ALMDL,20 Dec 2026,12.9152712,77.54156518,ganesh.dialab@gmail.com,9880753004,0,Buliding Area(sq.ft):,,9
894,KAYAR CARE MULTI SPECIALITY CLINIC,Clinic/Polyclinic with Diagnostic Support,Allopathy,"GROUND FLOOR, PARADISE BUILDING, MUDIPU JUNCTION, KURNAD POST, BANTWAL",,DKA00924ALCDS,15 May 2027,12.866995,75.0260,kayarcare5511@gmail.com,9964424140,0,Buliding Area(sq.ft):,350,9
895,Dr. L. G. Dharmashala,Clinic/Polyclinic with Dispensary,Homeopathy,"Dr. L. G. Dharmashala, Hospet Road Sirsi",,UKA00264HOCWD,21 Nov 2027,14.619500,74.835403,lgdharmashala@gmail.com,9845370555,0,300,500,9
896,Dr Rajendra KOthari,Clinic/Polyclinic Only Consultation,Allopathy,"Court Road,Station Bazar,Kalabragi",,GLB01039ALCOC,14 Apr 2029,17.32,76.82,dr.c.r.kothari@gmail.com,9972081338,0,Buliding Area(sq.ft):,,9
897,HIREMATH CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"Veerabhadreshwar Temple, Opp. Bus Stop, ADARGUNCHI, Tq. Hubballi-28",,DWR00431AYCOC,01 Jan 2027,15.281984,75.154590,drchancr89@gmail.com,9448443043,0,300,280,9
898,Chirag Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"Chennaveeresha Complex, Room no 4, Nrupatunga circle, Holehonnuru.",,SMG00254AYCOC,01 Sep 2027,13.840000,75.70203,Phone:,0,0,1000,1000,9
899,Sri Durga Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"Sri Durga Clinic, Old PB Road, Harihara",,DVG00275AYCOC,11 Mar 2027,14.51516,75.805705,nitinrajshetty@hotmail.com,8296960154,0,650,550,9
900,prabhu clinic,Clinic/Polyclinic Only Consultation,Allopathy,"prabhu clinic, opposit post office, main road kalasa",,CKM00118ALCOC,15 May 2027,,,,,,,,10
901,KAMLA NIVAS HEALTH CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,"JOMPANAHALLI, H D KOTE TQ, MYSORE",MYSORE,MYS00382ALCOC,23 Mar 2027,12.52,76.93,srlillyfernandes@gmail.com,8747855421,0,Buliding Area(sq.ft):,,9
902,SANGAMESHWAR MEDICAL AND HEALTH CARE CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,NEAR CHIDRI BIDAR,BIDAR,BDR00124ALCOC,19 Apr 2027,,,,,,,,10
903,ARCHANA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"1ST MAIN ,8TH CROSS,NEAR AMBAMAHESHWARI TEMPLE,KAMAKSHIPALYA ,BANGALORE -79",BANGALORE,BLU03203ALCOC,29 Mar 2027,,,,,,,,10
904,SRI VENKATESHWARA DIAGNOSTIC CENTRE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"# 06, 1ST FLOOR, K S GADDIGE KUTTAVADI BILIKERE, HUNSUR TQ, MYSORE",MYSORE,MYS00372ALCDS,09 Mar 2027,12.30,76.28,divyasrinivas6214@gmail.com,8951126457,0,Buliding Area(sq.ft):,,9
905,Dr Vishals Saisha Homoeo Hub And Health Care,Clinic/Polyclinic with Dispensary,Homeopathy,"No 5, 1st floor, Kothanur Main Road, Puttenahalli, Opp Brigade Milleneum, J P Nagar 7th phase, Bangalore",BANGALORE,BLU05374HOCWD,31 Aug 2028,,,,,,,,10
906,Speciality Clinic,Clinic/Polyclinic Only Consultation,Allopathy,No.13 Promanede Road Near Coles Park,,BLU02862ALCOC,05 Jan 2027,12.99,77.61,vinaik.gupta@gmail.com,9448119825,0,Buliding Area(sq.ft):,,9
907,SHRI SHIVANAND HOSPITAL,Hospital (Level 1A),Allopathy,"KASABA ONI, KEMPAGASI ROAD, NARGUND",,GDG00141ALH1A,18 Jul 2027,,,,,,,,10
908,HEALTH CARE THE POLY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NEW ASIF COMPLEX, RAILWAY STATION ROAD CHITTAPUR DIST.KALABURAGI-585211",KALABURAGI,GLB00847ALCOC,31 Aug 2028,,,,,,,,10
909,SHREE BHANASHANKARI DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"# 464, 2ND CROSS, PAMPA ROAD, CHANDANA LAYOUT BOGADI, MYSORE",MYSORE,MYS00234ALMDL,15 Dec 2026,12.30,76.59,bhanashankari@gmail.com,9945612099,0,Buliding Area(sq.ft):,,9
910,Arogyavardhini Clinic,Clinic/Polyclinic with Dispensary,Ayurveda,Ishwaramangala Post,,DKA01118AYCWD,19 Jun 2027,,,,,,,,10
911,CHIRANJEEVI HOSPITAL,Clinic/Polyclinic with Dispensary,Allopathy,D.N.301/1 JAI HANUMAN GARADI MANE DODDA BEEDI HARIHARA DAVANAGERE -DIS,DAVANAGERE,DVG00236ALCWD,13 Dec 2026,14.530457,75.8010904,murgesh14111980@gmail.com,8431867033,0,650,650,9
912,APOLLO WHITE DENTAL A UNIT OF ALLIANCE DENTAL CARE LTD,Dental Lab or Clinic,Allopathy,"NO.4, 80 FEET ROAD, HMT LAYOUT, RT NAGAR, BANGALORE",BANGALORE,BLU03292ALDEN,10 Apr 2027,,,,,,,,10
913,SHREE KUSHMANDINI DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"KONKAN PLAZA, JODUKATTE, MIYAR, KARKALA, UDUPI",UDUPI,UDP00538ALMDL,08 Feb 2027,13.24,74.80,suvasinimvijay@gmail.com,8105308339,0,Buliding Area(sq.ft):,,9
914,Vijaya Clinic,Clinic/Polyclinic with Dispensary,Ayurveda,Galimukha Post Karnoor,,DKA01097AYCWD,14 Jun 2027,,,,,,,,10
915,Microbiological Laboratory,Medical Diagnostic Laboratory,Allopathy,"No. 22D3, KIADB Industrial Area,Phase 1 Kumbalagodu,Bangalore-560074",BANGALORE,BLU03467ALMDL,15 Jun 2027,,,,,,,,10
916,NATIONAL DIAGNOSTIC LABORATORY,Medical Diagnostic Laboratory,Allopathy,SHIVAJI CHOWK WADI JN KALABURAGI,KALABURAGI,GLB00371ALMDL,29 Nov 2026,17.052322,76.991203,nationaldiagnostic17@gmail.com,7406311079,0,Buliding Area(sq.ft):,,9
917,PRANAVA HEALTH CARE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"# 29A, K BLOCK ADICHUNCHANAGIRI ROAD, KUVEMPUNAGAR, MYSORE - 570023",MYSORE,MYS00848ALCDS,11 Jun 2028,,,,,,,,10
918,SRI SARVA MANGALA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NEHARU ROAD, PERIYAPATNA TQ, MYSORE DISTRICT",MYSORE,MYS00477ALCOC,26 May 2027,12.33,76.09,hemu92@gmail.com,9964858737,0,Buliding Area(sq.ft):,,9
919,PADMASHREE LABORATORY,Medical Diagnostic Laboratory,Allopathy,"PADMASHREE LABORATORY 1ST FLOOR SAI CENTRE BUILDING,OPPOSITE LAXMINARAYAN TEMPLE,KUNDAPURA",,UDP00685ALMDL,18 May 2027,,,,,,,,10
920,VIshal Laboratory,Medical Diagnostic Laboratory,Allopathy,"Maruti Nagar, 2nd Main, 1st Cross, Ranebennur",,HVR00472ALMDL,01 Mar 2028,,,,,,,,10
921,LAXMI SURGICAL TRAUMA ORTHO AND MULTISPECIALITY HOSPITAL,Specialty / Super-Specialty Specific Hospital,Allopathy,3RD CROSS VINAYAK NAGAR RANEBENNUR,,HVR00282ALSSH,12 Apr 2027,17.461750,78.562860,sanjeevaa.mudri@gmail.com,9242215990,65,6175,11200,9
922,DR VEENA UNISPECIALITY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"KASHYAPA COMPLEX,SRIRAMPET,SULLIA.",,DKA01016ALCOC,25 May 2027,,,,,,,,10
923,JANANI HOSPITAL,Hospital (Level 1B),Allopathy,"ALAND COLONY , ALAND ROAD, KALABURAGI-585101",KALABURAGI,GLB00692ALH1B,21 Feb 2028,17.26,76.19,skpatilvinay@gmail.com,9886153373,3,2520,1750,9
924,BHAGYALAXMIDIAGANOSTICCENTRE,Medical Diagnostic Laboratory,Allopathy,APMC ROAD AMAN NAGAR MUDALAGI,,BLG00835ALMDL,18 Sep 2027,,,,,,,,10
925,CENTER OF HUMAN REPRODUCTION AND BIO SCIENCES PRIVATE LIMITED,Clinic/Polyclinic with Observation,Allopathy,"No 1313, 27th Main, 9th Cross, JP Nagar, 1st Phase, Bangalore",BANGALORE,BLU03996ALCWO,08 Dec 2027,12.911379,75.573354,Phone:,0,0,4000,5605,9
926,Shanta Hospital,Clinic/Polyclinic Only Consultation,Ayurveda,Kallatti Galli Near Kamana Katti Terdal,,BGK00837AYCOC,11 Jul 2029,,,,,,,,10
927,SRIDEVI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"Madihalli, Hagare, Belur taluk.",,HSN00249AYCOC,09 Nov 2027,,,,,,,,10
928,KHOT HOSPITAL AND NURSING HOME,Hospital (Level 2),Allopathy,"406, GANESH BUILDING, 1ST FLOOR, BAZAR GALLI, VADGAON, BELAGAVI-590005",BELAGAVI,BLG00530ALHL2,12 Jan 2027,15.834390,74.520590,Phone:,0,10,Buliding Area(sq.ft):,,9
929,FAMILY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,COLLEGE ROAD MADIKERI,,KDG00121ALCOC,13 Jul 2027,,,,,,,,10
930,ST JOSEPHS HOSPITAL,Hospital (Level 1A),Allopathy,N.M.ROAD PANDAVAPURA,,MAN00259ALH1A,20 Nov 2027,,,,,,,,10
931,Vijay Poly Clinic and Nursing Home,Specialty / Super-Specialty Specific Hospital,Allopathy,H.No.1-9-13.0. 1-9-21.0. Azad Nagar Raichur,RAICHUR,RCR00033ALSSH,21 Dec 2026,16.1960,77.3425,vgkheartinstitute@gmail.com,9886122166,50,5000,4000,9
932,PAVAMANA Ayurveda Chikithsalaya,Clinic/Polyclinic with Dispensary,Ayurveda,"N H 66,Thekkatte-576231,Kundapura Tq,Udupi Dist.",UDUPI,UDP00833AYCWD,24 Aug 2027,,,,,,,,10
933,RENOCARE THE KIDNEY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"127, FIRST FLOOR, MILESTONE-25, BALMATTA, MANGALORE",MANGALORE,DKA01154ALCOC,21 Jul 2027,,,,,,,,10
934,GIRIJA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"PIONEER GNP COMPLEX , MSK MILL BUS STOP , KALABURAGI-585103",KALABURAGI,GLB00617ALCOC,25 Sep 2027,,,,,,,,10
935,JANATA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,CHAVADI CIRCLE A/P TERDAL 587315,,BGK00806AYCOC,10 Jul 2029,,,,,,,,10
936,Srigandha Hospital,Hospital (Level 1A),Allopathy,Srigandha Hospital Marathikoppa Sirsi,,UKA00191ALH1A,14 Jun 2027,14.6195,74.8354,ashoksirsi@gmail.com,9448023732,5,5000,2500,9
937,Aesthalign Dentta Care,Dental Lab or Clinic,Allopathy,"No. 3226, Opp. Jus Trufs, 7th Block, Arkavathi Layout, K V Jayaram Road,Jakkur, Bangalore-560064",BANGALORE,BLU03539ALDEN,01 Aug 2027,,,,,,,,10
938,SRI BALAJI HOSPITAL,Hospital (Level 1B),Allopathy,1ST FLOOR NEAR UNION BANK GANIGER COMPLEX NEW KADARAVALLI TQ/ CH KITTUR,,BLG00647ALH1B,14 Mar 2027,15.816,74.866,veereshhappali1976@gmail.com,9880757060,10,3000,2500,9
939,A l Aesthetics,Clinic/Polyclinic with Observation,Allopathy,"No.169/2, 2nd Floor, Varthur Main Road, Gunjur Village and Post, Varthur hobli, Bengaluru-560087",BENGALURU,BLU03823ALCWO,30 Sep 2027,,,,,,,,10
940,LIA MIND CARE,Hospital (Level 1A),Allopathy,"#29, Ramanna Garden, Doddabetahalli Layout, Vidyaranyapura Post, Bangalore-560097,",BANGALORE,BLU03608ALH1A,25 Aug 2027,,,,,,,,10
941,Dr.Shyla Raghuram Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"no 17, 80 ft road, MKP Road, Padmanabhanagar, Bangalore-560070",BANGALORE,BLU04280ALCOC,21 Feb 2028,12.913,77.565,raghushyala@gmail.com,9845023358,0,1200,490,9
942,SADGURU SHRIDHARAKRIPA AYURVEDASHRAMA,Clinic/Polyclinic with Dispensary,Ayurveda,"DR SRIKANTACHARYA, SADGURU SHRIDHARAKRIPA AYURVEDASHRAMA,NEAR GURUKULA KUMBASHI,KUNDAPURA, UDUPI",UDUPI,UDP00822AYCWD,23 Aug 2027,,,,,,,,10
943,Dr.Vanita Prabhakar Memorial Nursing Home,Hospital (Level 1A),Allopathy,Sindhanur road Manvi,,RCR00301ALH1A,16 Jun 2028,15.9951,77.0478,srinivashari69@gmail.com,9886521494,15,2000,1800,9
944,SANJEEVINI SKIN CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,"2ND FLOOR, ARUNDATHI CENTRE, 1779, KABIR ROAD, MANDI MOHALLA, MYSURU-21",MYSURU,MYS00625ALCOC,18 Jul 2027,,,,,,,,10
945,LAKSHMI CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"# 2591808/1, NEAR RING ROAD, CIRCLE, BANNUR RAOD, MYSORE",MYSORE,MYS00678ALCOC,01 Sep 2027,,,,,,,,10
946,DR PRABHAKAR SHETTY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,OPP KAPU CIRCLE POLICE STATION KAPU,,UDP00636ALCOC,30 Mar 2027,13.2188,74.7488,prashanth.suraksha@gmail.com,9845663061,0,Buliding Area(sq.ft):,,9
947,GYNAE SPECIALITY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"SHOP NO.6, 1ST FLOOR, ESSEL CHAMBERS, NEAR BUNTS HOSTEL, KARANGALPADY, MANGALORE 575003",MANGALORE,DKA01253ALCOC,21 Sep 2027,,,,,,,,10
949,MANJU CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,NH 206 OPPSITE TO CANARA BANK,,CKM00187ALCOC,05 Aug 2027,,,,,,,,10
951,GURU HOMOEO CARE,Clinic/Polyclinic with Dispensary,Homeopathy,"#47/955, Ekambaram Road, Near Govt Girls PU College, Bangarpet",,KLR00294HOCWD,09 Aug 2028,,,,,,,,10
952,DHANAVANTRI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,HALEPETH GALLI A/P TERDAL 587315,,BGK00808AYCOC,10 Jul 2029,,,,,,,,10
953,Blossom dental clinic,Dental Lab or Clinic,Allopathy,"#365, Nagondanahalli Channasadra main road, Nagondanahalli, Whitefield, Bangalore-560066",BANGALORE,BLU06353ALDEN,03 Jan 2029,,,,,,,,10
954,Anaira Health Care,Clinic/Polyclinic with Diagnostic Support,Allopathy,"D. No. 113/28, Heera Bhag, Bannanje, Udupi",UDUPI,UDP00845ALCDS,22 Sep 2027,,,,,,,,10
955,BELAKU POLYCLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"Ground Floor, Silver Springs, Bejai New Road, Bejai Post, Mangaluru 575004",,DKA01196ALCOC,24 Aug 2027,,,,,,,,10
956,Complete Care Clinic,Clinic/Polyclinic Only Consultation,Homeopathy,"Government Hospital Road,Napoklu,Madikeri Taluk,Kodagu District - 571214",KODAGU,KDG00152HOCOC,23 Jan 2028,,,,,,,,10
957,SUSHEELA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,AVR Road 1 st Floor kanakpura Town,,RMG00105ALCOC,15 Feb 2028,,,,,,,,10
